你以为你是生活必需品么？说涨价就涨价，还涨那么多，已经不便宜了还涨价，还是用优酷吧，优酷是良心产品，企鹅就是各种抄袭各种心黑，阿里在公益事业没停止过，你却从未开始过	BF
我练车的教练拉我进百人群结果我没有银行卡所以不能绑定，很麻烦，有些通知收不到，风险很大，希望改进	BF
一进来就是可能认识的人的推荐，关不掉，恶心	BF
钉钉不仅满足日常社交，更重要使办公轻松便捷，灰常棒	GF
如同标题，每当我连上wifi看视频但是却网络不稳定切换到自己网络的时候，我不在乎一点流量就点击了流量播放，可你却为什么要我再看一遍广告？90秒的，特别是在月底的时候，我敢说我没那没多流量挥霍了，看个视频信号不稳定，我就得反复看广告，wifi，4G，wifi=90秒广告，每次这样我就会关掉视频，直到什么时候我淡忘这件事，然后又花费我生命中的90秒进入视频，如果运气好我还能直接再进入一段广告，我可去你的吧	BF
转账小伙伴给赚了钱，消息看过了还有提示，再看还有提示，总是有个小红点在那怎么也去不掉	BR
最近发现微信，在输入文字时，聊天记录全白，信息点击发送后消失，强制退出后可以恢复，希望改进	BR
同样的版本，我的微信就没有新表情，是手机版本问题呢	BR
非常好用的软件，很便利，赞赞赞	GF
我挺喜欢这个视频软件的，但是你们真的太败好感了啊啊啊啊，本来都忘记鹅支持他这个事情的你这一提我就想卸载了。干啥啥不行败坏好感第一名，你们太牛了，对了，肖战侮辱女性的事情都有图有真相粉丝还承认了的，你们还搁这洗嘛呢，你自己不是女的吗	BF
不要更新我们习惯了，功能性可以增强，但是版面就不要动了好不好	ADV
叮叮没有提意见的地方吗？我想说在审批报销的记录页面就很渣，无法快捷查找出每笔费用多少，怎么就不能把明细显示出来。啊	ADV
你推出这功能去玩限制时间。你这不逼自己玩很多人去用非官方客户端吗	BF
会员登录，点击微信，没反应，iPhone7p，速度速度解决	BR
发朋友圈，视频，不能长，辣鸡狗玩意转账提现还要身份证	BF
钉钉越来越成熟，及时更新已经成为习惯，办公电话语音导航功能厉害了，希望越来越好，身边人都在用，也会推荐给更多的工作伙伴	GF
挺好用的，但是GG说好的国际长途呢	ASK
我为什么更新不了支付宝，而且之前的版本我现在也用不了	BR
一切都很满意，除了信用卡的自动还款功能还不是非常完善，尤其是农行的	BF
看见鬼啊，看下载下来的视频都要配74分钟的广告，还每一集都是，有完没完	BF
其他都非常好，就是版权问题啊	BF
强烈要求钉兄自拍打卡时给个滤镜	ADV
垃圾软件，广告时间长，还天天弹窗口	BF
很不喜欢各种提醒弹屏，比如别人运动邀请我也开通之类的提醒，各种与我不相干的提醒，超讨厌。还没处屏蔽，我只想接受跟我工作有关的提醒都不行。索性把整个软件的通知都关了	BF
天天恰钱。要充VIP，还要付费观看。一天推几十个消息。片头，片中，片尾，暂停都TM的是广告。电视剧，动漫，老要付费，去搞什么超前观看	BF
新版什么鬼，口令红包都领不了了	BR
为了wp，买个6plus来刷分，就是这么任性。看不起wp，歧视用户。物极必反	BF
试用了一下，够简捷商务，唯一缺点当然是用户数量。不过我同事上面已经有六个人在用	BF
垃圾太垃圾不是分组里的人都不见了，就是动不动就聊天记录没了，太垃圾了，好想爆粗口，太垃圾了	BR
某个导入没了有点可惜	BF
希望朋友圈的相册有一键删除朋友圈和好友或者多选删除功能	ADV
搞那么多功能，安全性忽视了，真恶心，搞得跟微信、美团结合体一样，恶心恶心恶心，第一次写评论差评	BF
朋友推荐就下了个看看，挺好用的，注册了个团队，发现考勤，办公软件类的应用都很方便，功能很强大，还有电话会议，赞	GF
用网易云一年多，从安卓到iOS，跟QQ微信一样存在于每个手机里。真的很喜欢，期待开发更好玩的功能	GF
希望能更新更多的偶像剧或者古装剧，反正就是男女主角颜值高的那类	ADV
这么多播放软件，最喜欢的还是网易云，好用，喜欢	GF
提个邮政卡的现结果上午提现下午还没到账。还收手续费我也是醉了	BF
页面挺好的，内容也丰富	GF
新版本，带耳机听歌，把均衡器打开，声音太小	BR
想给朋友发视频没有了，之前保存的临时视频也没了，现在录完也没有临时保存视频。位置也不好用了	BF
我想知道现在微信哪里可以下，妈的一天没上微信了，还有好多事，气死人了	ASK
个人信息居然群里所有人都能看到	BF
界面调整后看起来更舒适	GF
请腾讯视频正视剧粉诉求】拒绝点播、提前结局】现剧热度讨论度播放量持续增长，拒绝半路截断】播出日程早有安排，拒绝不顾剧粉意愿强行改动】剧粉作为消费者有权表达自己想法理念，请鹅正视剧粉诉求】拒绝点播、提前结局，及时止损，不要作死	ADV
我是长期稳定的会员，因为我喜欢这个播放器，更新的快，也稳定。值得推荐	GF
如果皮肤能换会更好，其他还是不错的	ADV
这是我用过最好好用的应用软件了更新快而且不是很占地方。32个赞，新歌上线，好多都能免费听	GF
为什么有新版本后要强制更新啊。不然就不能登录	ASK
有时老是播放失败，希望改进一下	BR
非常不错，其他的听歌app都不用了，只用网易。其实不止音乐，门户网站看新闻我只看网易，有态度的网易。没有被河蟹，希望坚持住	GF
方便快捷，还是挺好用的	GF
手贱更新后就安装不上了。敢不敢开发好了再推出，吼死我了	BF
下了网易云之后直接把其他的音乐软件删了。只希望可以把华晨宇的版权买下来	GF
不开通会员都是新片，开通会员都是老片，烂片。欺骗消费者	BF
还没有以前好用。现在的弄的总资产看不清楚，而且明明支出了收入了还不更新。总之太难用了	BR
个人信息什么都看不到。点到个人就卡死	BR
希望加入抖一抖功能，提醒人员及时看消息。ding功能不好用	ADV
提高工作效率是钉钉能为我们做的一件事	GF
这个视频很好用，也不卡	GF
腾讯VIP3、想看几部电影全跳转去爱奇艺，还让开通爱奇艺VIP才可以看。我有截图，腾讯客服还不给解释。再说2012年的“我们的快乐人生”腾讯都看不了。无力吐槽了，不信的问597667574要截图，给你们看腾讯客服给我的回复都什么	BR
钉钉有效的改变了企业目前传统低效的沟通现状，加速了企业的信息化，让我们和更多企业都进入到了云和互联的办公方式中了。尤其是钉钉的沟通方面，真正从基础上颠覆了以前低效的沟通模式。也期待功能上可以越来越优化，越来越完美。站在用户的角度，更加优化现在的功能	ADV
内容有些看得了，却缓存不了，如24式简化太极拳带口令的视屏	BF
电台上传的节目要是可以修改名字就更好了	ADV
很好用，希望杰伦版权能再回来，那些评论都很精彩	ADV
完全盗用用户隐私信息，还不断发送骚扰短信，甚至请水军刷app评级，应该下架	BF
除了电话功能取消了，其他越来越好用	BF
为什么我的支付宝没有蚂蚁借呗呢	ASK
很好，让银行躺着赚钱的时代结束了。给社会带来更多服务服务。给中国经济带来活力	GF
升级版对传输文件的支持尤为方便，必须点赞了	GF
我希望微信能直接转发别个的图片和文字，不需要保存图片之后在发朋友圈	ADV
清晰的不错，就是片源太少	ADV
花呗账单变得好难用，以前一目了然的比较方便	BF
很好用有些很喜欢的歌里面也有	GF
之前的版本保存图片很快，现在保存朋友圈图片，超级慢	BF
2年来最主要的交流工具，很方便	GF
用了二年多大软件，真的相对国内软件就是独一无二的存在	GF
谢谢钉钉全面的呵护我们员工，支持我们有序的工作	GF
比其他音乐app好用多了啊，资源也多	GF
现在的读书软件都收钱，这个免费小说挺好用得	GF
怎么说，网易云是个神奇的东西，它让我花了钱，还花了时间写评论，我还很乐意	GF
苹果六怎么下不了腾讯视频	BR
如果可以再给我一次修改微信号的机会，我一定好好珍惜。一次就够了	ADV
不要做这样浪费时间的更新了	ADV
我们自己的软件，越来越棒	GF
什么不负好时光？搞了个选秀节目然后逼选手退赛难道不是负了人家的好时光吗？既然是内定还需要粉丝打投干啥？最好给整个没有点星都能过的评论	BF
看了几年腾讯，好剧不断，继续支持	GF
注册时怎么收不到验证码	BR
爱死但是求花花的更对版权啊，山海	ADV
很不错希望能在后面对报表做进一步提升。比如文本类可以设置下字数，本来只需要填写很少内容，可很大的空格不好看。报表分析能再全面点更好	ADV
强制性人脸识别。建议增加禁用人脸识别选项	ADV
自己收藏的表情不够。才150个。每次忍痛删掉其他的	BF
微信附近的人，怎么一直不能用，垃圾	ASK
这么好的功能给去除了。越更新越垃圾	BF
看朋友圈的视频退出来时卡顿	BR
片源不是很多，但是画面很清晰	GF
看个几分钟的破视频，植入好几段广告，想钱想疯了？mlgb	BF
超级好，就是有一些歌没有	ADV
先说一句靠你全家，连他妈汪峰的歌也收费了，还有，既然收费，能不能把收费的歌曲和不收费的分开，那样你爹不用搜索了，下载一个收费下载一个收费的，靠你妈，我听不起，你们分开可以么	BF
功能越做越杂，隐私越来越不值钱，支付宝作死	BF
推荐的各种好听，给你各种赞	GF
一直很喜欢要是有更多的版权就好了	ADV
很不错，希望多开放些免费的视频。中国电信的天翼视讯是竞争对手喽	ADV
启动速度能不能快点，每次超市付款都要在那里等支付宝启动啊，原来很方便用的功能现在还要进去找，改版完全没抓到关键点啊，这些基本的东西先做好你再去研究什么社交不社交的好不好	ADV
挺好的，就是偶尔闪退。这几年腾讯视频比之前强太多了，无论从界面上、还是内容上。希望腾讯继续努力	BR
升级之后不能在用QQ号码申请微信，家人朋友和客户都在朋友圈，每次发条微信还得想想有没有不适合那组看的内容，太烦了。希望可以有两个账号，不要都是用手机号来申请	ADV
更新完之后没有提示音了。搞什么飞机	BR
小时候老师让大家写想象作文，天马行空的想法在当今得到了验证，可以打电话的手表，出门不用带钞票就可以买东西，薄如板的电视机，帮妈妈减轻负担的洗碗机，全自动洗衣机	GF
涉及钱的东西能不能麻烦你们的系统和功能做的好一些。花呗已经还款，银行卡账单都出来了，可是花呗依然提示未还款，那我的钱哪儿去了？你们连个能联系的人也没有	BR
第一次使用了，方便快捷，很不错的选择，希望更多人使用了	GF
网易云音乐用了好几年了，早早的充了会员，因为版权原因歌曲不全也就算了，这听歌识曲功能也太弱了吧，一首经典的英文歌从开头到结尾都不能识别出来，显示了两首风格完全不一样的歌曲。明年不会再充值会员啦	BF
火死了，手机宝令都找不着了，让我怎么付款啊	ASK
D2上一版本还支持的，升级后不支持了	BR
一周了怎么还没搞定什么破技术	BF
最近有钉钉红包，然后强制分享，强制邀请别人登陆注册。而且在软件内部给差评还数据出错，我就呵呵了	BF
凭什么iOS没有勿扰模式，完全没有隐私	BF
垃圾软件，没有手势密码做屏障，完全不能隐藏余额宝金额，谁都能点开看的到，好想骂人，根本就掩耳盗铃，有个鬼用	BF
我用airplay就是为了能在电视上两倍速看片，结果你给我自动识别视频跟普通投屏似的，什么叫airplay，就是我手机什么样电视就给我什么样，腾讯花大力气改这东西真是吃力不讨好，非常愚蠢。愚蠢至极	BR
如果不开会员能下载mv就好了	ADV
无数个夜晚的悲伤，开心是愉悦的旋律，还有陪伴我运动时的“燃”读书的安静，所有的时间的陪伴，不离不弃	GF
怎么会有这么好用的播放器，如果手机里只有一个软件，一定会是网易云音乐	GF
作为一款手机办公软件，非常方便实用	GF
更新后不能像以往一样一点自动清除缓存，只能选择性清理聊天记录，的确让我一时难以接受。浏览评论，原来大多用户都提出了这个问题。聊天记录有些有时仍需保留，但缓存的却不可不清。缓存一天不清可以，但积久不清就是个问题了。微信一直很好用，此次给少一星是因为出现了这个可大可小的问题。希望能早日恢复自动清缓功能，给我们一个能够自行清理“积压”的空间	ADV
我希望微信能有“信息预约或定时发送”功能，这样我可以在有空的编写好一条信息，并设定好定时发送时间，特别在开车时，我觉得这个功能非常实用，会得到许多人的认可	ADV
钉钉的办公改变了我们公司传统的方式，手机上随时可以处理很多事情，专注模式很赞，能够让我分类管理我的沟通情况	GF
既然天天喊着让给评分，今天就评一次，对不起1星，虽然往后又续了两年会员，但是，你们这个多倍速真的垃圾，我很挑剔，如果多倍速没有声音，实在是难以让我给你好评，火速更新吧，希望把技术做成熟再拿出来炫耀	BF
缓存下来的视频看不了，要联网	BR
这么多年，第一个打差评的，一个签到，迟了就几分钟就扣钱，说自己公司制度不行，也是个事。但是，你发明签到就给了公司，扣钱理由，不是每个人都能正常一天不迟到的，迟到就扣钱。我们挣点钱容易吗。你们自己想想，天天签到	BF
个人感觉优于优酷和爱奇艺	GF
习惯了用网易云音乐，觉得用着很舒服	GF
BAT的APP是在一起比丑吗	BF
很心碎啊，很多软件自动更新了，这个微信怎么调都不能升级	BF
真垃圾，看个视频开始广告130秒，到中间了又是广告90秒，什么时候腾讯视频变成这样了，这是变着法的让开会员啊，真垃圾，还不如爱奇艺呢，广告才45秒	BF
很喜欢这个软件，朋友介绍的	GF
好多歌只有翻唱版没有原唱不能忍啊	BF
一直用腾讯视频，新片跟进很快	GF
支付宝注册的帐号是以前的手机号码，更新了支付宝后登陆要发验证码到以前的手机号码上，现在支付宝登陆不了了	BR
不能免费通话不想用了，越做越差	BF
此更新，非常实用了，不但快递能及时跟踪，连每一笔付款和收款都能看的清清楚楚，不错，绝对5颗星，支付宝付款就是比其他方式快速灵活，但是有一个不实用就是手机充值优惠幅度没有淘宝软件实惠	GF
很多微博上喜欢的po主推荐的歌都不容易找，现在网易云音乐很方便啊	GF
如果不是田馥甄的版权回来了我怕是仍然用着虾米	GF
好像是有人恶意打低分呢，网易云这么好用，竟然被人恶意打低分，不能忍，里面的评论很好哦，用了很久啦	GF
有了支付宝生活真方便。真的很好	GF
节目都是好节目，但是这个广告有点过分吧？切个网络还需要再放一遍么？切清晰度也需要再看一遍么	BF
就是功能太多，都不知道是干啥的	BF
定位从来不准，有问题找客服服务态度极差	BF
垃圾你妈卖。自动扣费老子从来都不知道还叫老子开一个会员出两次钱	BF
希望能把夜间模式置顶群的底色调一调，与非置顶会话差异过大，有点突兀，可以再往深地调一调色	ADV
M6不过会出现追的剧没了，看不了啊。希望赶daw快修复，赞个	ADV
我更新了最新版本后运行内存增加，起码800，mb/1个G的占用内存，真垃圾	BF
我只想说一句:你们的软件很好，但是可不可以把“不能分享超过5分钟的视频”改成10分钟	ADV
比以前好太多了，很喜欢现在这个样子的，很人性化	GF
工作软件，功能强大。就是特别耗电，希望升级的时候能加上省电模式，工作群调成震动，半天也给震没了。不提示又收不到工作信息。不能及时回复，会对工作有影响。在室外最怕没电，不是每个人都是坐办公室不动的，希望可以开通省电模式	BF
每个月自动续费难关就算了，也不是什么大钱，问题就是说好了离线视频等上了飞机后我怎么去打开网络？这样的离线视频有什么意思	BF
是哪个屎一样的程序猿提议“迁移聊天记录到另外一台手机”这个屎一样的建议？还不能关闭屏幕，还必须前台运行，最厌恶的是实际等待的时间非常久，迁移的聊天记录大小远远超出显示的大小。我不是程序猿，我不懂那些技术上的事，但我是用户，我知道这个体验就是踩到屎一样的感觉	BF
我这种把网易云放dock栏的真是一点儿都不想更新，等下个版本改回来在更新	BF
好评，提升效率，管理更方便	GF
花呗还款日最好能自定义一下，不然9号还款，然而十几号才发工资，还款日正好是钱花光光的时候，每次还款很尴尬	ADV
无法使用流量听歌，只能用Wi-Fi。打开流量开关，马上就自动关闭了。蜂窝数据的权限也是开了的	BR
独有的音乐互交平台，设计风格也很棒	GF
突然的所有歌曲都有很大的底噪，根本没法听，想重装的话歌曲就都删除了，给网易写邮件反应也没回，什么态度	BR
你们腾讯真的坑，会员了，好要V会员，要不不能看？你们是吸血鬼么，卸载了	BF
暗黑模式怎么切换回正常模式？不能单独切换吗？必须要跟系统吗？暗黑模式下朋友圈图片黑色，打不开	ASK
转账和支付都很方便。安全设置很到位。还有一点它什么银行卡都支持绑定	GF
更新之后，汇率那一板块变了太多，太商业化了，我想看年/月/周汇率走势，都看不到了，程序员能把它弄回来吗	BF
强烈建议增加屏蔽群对话功能	ADV
要不是为了看你独家垄断的NBA，我干嘛会用，然后你现在app一启动就闪退，闪退了N次。我只能试试重新删包安装。麻烦能不能解决这种严重的问题	BR
更新后，群里文件打不开，一直显示正在加载文件，希望开发者尽快更新，解决问题	BR
Ui，变化了，和新系统很搭配，而且看起来比原来舒服多了	GF
让我看到音乐不单单是用来听的，还是可以用来欣赏的	GF
与A1893版9。7寸iPad不适用，只能显示大概三分之一个屏幕，周围留有大范围的黑屏部分，显示部分大致相仿与6寸手机屏幕大小，望看到此评论后尽快改进	BR
新版本很赞，清新、简单、实用	GF
可以多次改微信号就好。可以多次改微信号就好。可以多次改微信号就好	ADV
微信表情发不出去，下载不了，卸载下载微信以后还是不行，弄的连以前的表情都没有了，发也发不出去，下载也下不了，没意思，哎。这些漏洞还是好好修复吧	BR
我感觉不错，就是一次只能下一个视频，能再多点就好了	ADV
谁要你们的赏金？你们有什么资格赏别人？真拿自己当棵葱了？看见这个字就恶心，对用户连最起码的尊重都没有，还谈什么用户体验	BF
希望会员价格便宜，广告时间短	GF
科技是用来时时刻刻监视你的隐私吗？打卡固定手机还要拍照，劳改犯也不过如此，希望在人道方面能多些进步，这种压榨到底想要换来些什么？还有，强制使用任何app的要求都是垃圾	ADV
请问这么多年了为什么一直不设置夜间模式	ASK
在更换头像之后群头像还是不会变，除非改一下群名字才会刷新，希望可以尽快修复	BR
现在支付宝打不开了是几个意思	BR
很方便，和微信的功能差不多，实用性很好	GF
我只想告诉大家，你们想要的网易云都可以给你们。这里面的每个人都有他们自己的故事，而在看他们的故事的同时仿佛能看到自己的影子。我已经离不开网易云了，因为它既能让我看到她又能让我想要忘掉她。我还是很喜欢你	GF
不错的软件，正在试用，下一步全面推广	GF
钉钉里面可以使用电话会议，也可以考勤，是款非常不错办公软件	GF
一个很不错的工作交流app	GF
好用方便跨时代的通讯软件	GF
Ding的功能很受用，免费电话也很受用。100个赞	GF
新手机出了这么久了还不适配	BF
为什么跟我的Ipad不兼容。下载不了，哪里出了问题	ASK
我就问你暗黑模式你出还是不出，甭整那些没用的，所谓的不想耽误大家晚上睡觉的时间。赶紧出暗黑模式	ADV
突然在点开微信的时候，出现了白板，里面所有的近期联系人都出现了丢失，这个bug	BR
新版的气泡颜色比较柔和，看上去不再刺眼了。喜欢新做的，已读功能，不用展开列表去看想，的人是否已读了。猥琐发育，不要浪，再接再厉	GF
现在要么播不了，要么要会员，要钱听，对于我们这种不追新歌，不为追星的人来说心好累，幸好还有网易音乐，开心，好多歌曲都能听	GF
天天启动就是让我评论，我也是够了	BF
此软件从视觉效果上看比较精细，用起来也比较方便，不错	GF
不单单是个企业IM，在集团信息化应用整合方面真的有很多惊喜	GF
网易云，不只是听歌，一个大家能分享故事的APP，很棒	GF
你不是让给意见嘛，庆余年是怎么回事，会员也冲了，50也花了，你不是更新日多看6集嘛？我6集呢？你这也忒不厚道了，MB拿别人都当傻子呗	BF
新版色调变沉了，不好看啊	BF
除非脑抽了，以后千万不要用苹果支付，首先我对腾讯视频没有什么意见，纯属是对苹果支付账单有意见，每次都是我支付开通会员有问题，每次都是不到账打客服电话，我都醉了	BF
有了微信之后吧，有时候和亲人聊天挺方便。也省点话费了。但是同时也给那些不要脸的人与方便了。需要整改。严加防范	GF
尊敬的广大群友们，相信大家都是支付宝的用户，因为这是一个改变大家生活及行为习惯的软件，但不幸的是支付宝的决策人员却把这种拥护当成了随意驱使，试问强制更新和强奸有何差异？醒醒吧，强奸犯们	BF
本来就充了会员，还要逼粉丝再去充超级会员，想割韭菜也不要吃相这么难看吧	BF
视频大小屏缩小不了，醉了	BF
可能是之前版本用习惯了，从更新后新版本界面采用了大蓝，这是和微信的大绿形成呼应吗？没必要吧，人家小绿最起码是护眼色，这个界面和视觉主色系简直是不想说什么。还用了大行间距、大字号，这是要多大	BF
网易云你就是个垃圾，什么歌都不能听，什么歌都没版权，你干脆倒闭吧	BF
现在版本把NBA板块合并到体育里，很不给力啊，看比赛也不方便，强烈建议恢复NBA板块	ADV
非常棒的一款视频客户端	GF
时间来个500起步就好啦。我习惯了有事没事丁丁一下了	ADV
很好，但是页面更简单点的就好了	ADV
很烂的软件，工作了的事情竟然没有记录。没有记忆功能	BF
撒鼻软件，一直闪退，定位不准	BR
这次的版面真不方便，还没有以前的好，直观简单一点比较好，最新版本的人简直弱智	BF
能更新出一个月可见。别三天。一个月是最好的	ADV
确实不错，看了不少小说，都是免费的，中途也没有什么广告之类的，挺不错的	GF
用过最棒的支付软件，马总的产品	GF
用挺久，挺好，我喜欢这种黑胶唱片的播放画面	GF
多请一个人开发一下wp客户端不行吗，这么大公司对客户这么不尊重真是醉了	ADV
其实它是很不错的，可是还可以再更新其他功能，让它更加方便快捷	ADV
用户体验很差，界面加载很慢，我别的软件都是很快就打开能用了，就这个APP超级慢，打开半天还在转圈圈，连页面都加载不全	BR
网易云音乐真的很棒，但是我有一个小小的意见，那个每日歌单他虽然有很多个但是只会出来6个，点进去的话，找自己喜欢的歌单，要找很久很久，非常的麻烦	ADV
电话会议功能，文件管理功能，阅读打卡，对办公来说好的不得了，给个人发红包再也不用担心其他人抢了	GF
为了看陈情令专门购买了会员，结果剧播到一半突然提出什么点播制。请正视观众合理诉求:我们拒绝，提前大结局，拒绝超级会员点播，更拒绝不被重视只被当作韭菜割	BF
没有vip广告时间太长，不好	BF
自从公司用了这个软件，整个人生就不分工作与休息了。慎用啊。能不能开发个功能，下班后继续使用影响员工休息的，一次罚款10万	BF
日常陪伴，用上就不离开	GF
给普通百姓的福利，好好好	GF
网易的真的很不错，很用心	GF
很好用，有活动，有同学已经成功，推荐	GF
这个应用帮我的管理更加高效及时	GF
刚还清钱，就不能用了，好尴尬	BF
用了很久了才评论的，很不错	GF
如果群聊的时候能加个禁言功能就好了	ADV
人在国外，用微信微博都不能登录账户，必须提交手机号，手机号又只能提交86的，这是在搞笑吗？而且不知道为什么一定要提交手机号，听歌而已，要花钱不会自己付钱吗，微信本来都是实名的，和手机号码有啥关系	BR
把其他方式付款关闭了，想用手机银行付款都不行了，不开通信用卡付款的商户，只能用信用卡付款的买家就要付手续费，这就是变相收钱，希望手机客户端能越来越便捷，不要这样处处收费，让很多好买家失去很多客户	BF
我是老用户了，天天使用支付宝转账付款收款等往来账户，非常实用，五星好评	GF
很多QQ音乐要付费的歌，在这都能下载	GF
T5强制更新以后就各种播放不了了	BR
